fund_code,price_date,unit_price,investor_count,total_fund_value
RPM,28.04.2026,"3,806,924",2890,"64051660,39"
RPN,28.04.2026,"5,069,654",23,"806374652,73"
RPO,28.04.2026,"674,039",3,"1637801307,72"
RPP,28.04.2026,"4,387,617",8522,"5952373526,04"
RPS,28.04.2026,"60,032,912",111,"206050842,95"
RPT,28.04.2026,"4,575,717",203,"1119595256,65"
RPU,28.04.2026,"3,266,454",12,"2355555584,04"
RPX,28.04.2026,"58,688,355",147,"1540462375,61"
RRA,28.04.2026,"1,328,786",231,"2935918345,42"
RRP,28.04.2026,"1,460,464",76,"164629328,63"
RS1,28.04.2026,"1,424,314",123,"556569498,79"
RSF,28.04.2026,"3,898,657",13,"991921182,55"
RSK,28.04.2026,"1,636,867",167,"186373583,85"
RSY,28.04.2026,"994,298",11,"146603026,37"
RSZ,28.04.2026,"6,287,088",25,"1389672543,87"
RTA,28.04.2026,"1,706,616",15,"3134232486,19"
RTB,28.04.2026,"2,386,734",11,"341197854,69"
RTD,28.04.2026,"175,127",230,"21454774,78"
RTG,28.04.2026,"5,008,177",4126,"182457539,97"
RTH,28.04.2026,"6,249,677",323,"29073973,08"
RTI,28.04.2026,"2,997,804",50,"36764064807,31"
RTP,28.04.2026,"12,311,587",2310,"484258848,64"
RUH,28.04.2026,"2,700,131",17,"93136003,03"
RUT,28.04.2026,"2,165,527",3800,"121328613,81"
RVI,28.04.2026,"1,312,819",11,"19717283,40"
RVS,28.04.2026,"2,666,871",20,"4144487213,06"
RYA,28.04.2026,"1,184,574",1,"356114551,71"
RYB,28.04.2026,"4,646,292",11,"4647918,19"
RYD,28.04.2026,"1,517,979",13,"335435620,19"
RYF,28.04.2026,"15,289,085",32,"483747967,82"
RYU,28.04.2026,"4,585,008",46,"262061084,88"
RZR,28.04.2026,"462,012",2,"16347084,27"
SAP,28.04.2026,"1,638,632",339,"193909258,89"
SAR,28.04.2026,"49,241,488",9,"835322906,31"
SAS,28.04.2026,"1,713,388",47133,"1519380494,11"
SAT,28.04.2026,"300,265,371",4,"2387897596,47"
SBH,28.04.2026,"1,927,785",1222,"336956543,62"
SBI,28.04.2026,"4,236,478",15,"40019240,54"
SBR,28.04.2026,"1,341,719",25,"15468657,24"
SBS,28.04.2026,"66,941,241",1,"229246640,74"
SCZ,28.04.2026,"1,392,888",189,"82217003,56"
SDA,28.04.2026,"46,832,309",1074,"5963842817,39"
SEH,28.04.2026,"1,257,967",46,"60293843,27"
SER,28.04.2026,"54,144,253",797,"6597147485,61"
SFA,28.04.2026,"17,861,037",16,"892642283,58"
SFS,28.04.2026,"1,313,498",83,"29974942,59"
SGT,28.04.2026,"1,466,415",836,"234087002,77"
SHE,28.04.2026,"3,733,632",725,"58265101,63"
SHI,28.04.2026,"2,373,728",47,"1615612728,54"
SHU,28.04.2026,"1,410,164",19,"239904033,39"
SIS,28.04.2026,"162,151",11,"54018900,81"
SJP,28.04.2026,"58,046,384",29,"300119600,56"
SKL,28.04.2026,"1,800,928",826,"206411854,31"
SKO,28.04.2026,"1,711,777",5329,"322330691,94"
SKS,28.04.2026,"47,288,505",3,"1182212633,48"
SKT,28.04.2026,"104,205",2047,"41164895,17"
SKZ,28.04.2026,"918,229",1666,"249085055,51"
SLF,28.04.2026,"10,018,835",7012,"1304373006,30"
SLG,28.04.2026,"1,348,823",951,"430433981,62"
SLR,28.04.2026,"322,622",5,"1224900154,87"
SLS,28.04.2026,"990,604",12,"597015,00"
SMP,28.04.2026,"1,030,025",1,"1442034542,19"
SNY,28.04.2026,"2,522,363",687,"945137387,91"
SOS,28.04.2026,"1,351,859",158,"9938599,73"
SPA,28.04.2026,"6,315,542",208,"2901971722,96"
SPD,28.04.2026,"76,311,161",1,"323124349,27"
SPE,28.04.2026,"99,740,601",1168,"3651283063,51"
SPN,28.04.2026,"9,001,844",498,"2478177726,50"
SPP,28.04.2026,"1,401,648",148,"223054899,61"
SPR,28.04.2026,"1,229,363",169,"15442260,58"
SPT,28.04.2026,"1,988,735",927,"99755923,94"
SRA,28.04.2026,"2,039,532",1,"4063904827,49"
SRE,28.04.2026,"59,641,867",1,"933466607,00"
SRL,28.04.2026,"1,465,905",308,"19163380,28"
SRO,28.04.2026,"24,477,226",6,"6823146287,97"
SSD,28.04.2026,"51,787,032",1,"535096082,97"
SSE,28.04.2026,"4,324",11,"135653562,88"
SSF,28.04.2026,"1,004,196",15,"1299075,33"
SSK,28.04.2026,"1,477,689",498,"35957251,04"
SSN,28.04.2026,"55,000,074",4,"717666755,58"
SSO,28.04.2026,"13,131,288",1,"6695355576,88"
SSS,28.04.2026,"144,731",4915,"278518915,29"
SST,28.04.2026,"1,466,168",22,"8651143,94"
ST1,28.04.2026,"194,638,987",3148,"709844038,44"
STI,28.04.2026,"1,230,869",93,"130862367,57"
STM,28.04.2026,"4,727,568",12,"564239,96"
STS,28.04.2026,"80,294,424",27,"404605209,10"
STZ,28.04.2026,"24,833,521",85,"568791608,73"
SUA,28.04.2026,"534,608",1376,"2580663553,09"
SUB,28.04.2026,"393,441",842,"113480356,35"
SUC,28.04.2026,"20,375,796",521,"448257489,96"
SUR,28.04.2026,"120,165",104,"193292134,28"
SVB,28.04.2026,"9,184,347",1601,"288535671,88"
SVS,28.04.2026,"2,548,294",1,"1656974424,11"
SVY,28.04.2026,"1,630,332",2,"3456041901,04"
SYF,28.04.2026,"310,439,214",6,"2431294735,69"
SYL,28.04.2026,"4,055,105,676",1,"1122477581,87"
SYR,28.04.2026,"48,343,308",22,"310172546,33"
SYS,28.04.2026,"46,047,454",123,"1661742800,69"
T3B,28.04.2026,"139,079",26,"10661632542,67"
TAL,28.04.2026,"2,834,372",819,"37891515,61"
TAO,28.04.2026,"19,312,112",1,"1020769402,94"
TAR,28.04.2026,"2,273,168",6724,"116554709,46"
TAU,28.04.2026,"68,383",38673,"2605816158,53"
TAZ,28.04.2026,"235,334",2,"1109644647,54"
TB9,28.04.2026,"49,640,857",11345,"40982103967,47"
TBP,28.04.2026,"261,047",208,"445187635,07"
TBT,28.04.2026,"50,110,158",2788,"414615027,47"
TBV,28.04.2026,"365,407",8333,"1324216514,73"
TCA,28.04.2026,"817,615",51045,"15936225878,21"
TCB,28.04.2026,"207,626",4925,"3814215711,90"
TCC,28.04.2026,"77,405",337,"355193357,09"
TCD,28.04.2026,"46,263,305",12606,"1477569920,30"
TCF,28.04.2026,"4,069,965",3362,"5397194217,44"
TCG,28.04.2026,"1,338,354",1,"189587443,76"
TCH,28.04.2026,"2,051,141",74,"280965501,30"
TCI,28.04.2026,"10,206,402",17,"1321187880,87"
TCS,28.04.2026,"42,220,821",45,"1464778265,46"
TDG,28.04.2026,"497,649",2143,"661100702,43"
TDP,28.04.2026,"5,574,816",44,"304369732,47"
TE3,28.04.2026,"38,576,775",3339,"1298179460,52"
TE4,28.04.2026,"5,846,298",1725,"2378618469,07"
TEJ,28.04.2026,"2,272,399",1126,"560027364,19"
TFE,28.04.2026,"2,522,275",109,"31735112,34"
TFF,28.04.2026,"35,759,007",8616,"1193078696,80"
TFU,28.04.2026,"1,167,264",2985,"775052812,66"
TGA,28.04.2026,"458,332",6820,"842665160,61"
TGE,28.04.2026,"279,911",41613,"3476506317,01"
TGN,28.04.2026,"1,281,605",1979,"2118130701,30"
TGR,28.04.2026,"6,437,273",5980,"118142719,39"
TGT,28.04.2026,"106,899",62376,"3306715123,55"
TGV,28.04.2026,"17,642,047",13,"11224869998,88"
TGZ,28.04.2026,"5,440,939",11,"990834055,32"
THD,28.04.2026,"274,496",214,"9205880,35"
THF,28.04.2026,"2,173,951",8299,"1173986422,40"
THG,28.04.2026,"6,363,259",189,"165960567,04"
THH,28.04.2026,"144,147,156",1,"1839101772,54"
THO,28.04.2026,"47,028,325",12,"2246653487,84"
THS,28.04.2026,"5,918,992",1,"388354182,56"
THT,28.04.2026,"23,649",362,"7696336,94"
THV,28.04.2026,"8,015,968",21,"3614763579,67"
TI1,28.04.2026,"1,476,381,468",226299,"174850303109,75"
TI2,28.04.2026,"13,224",22800,"4206159183,11"
TI3,28.04.2026,"123,189",24806,"2475670006,16"
TI4,28.04.2026,"59,599",15910,"2281689463,59"
TI6,28.04.2026,"49,477",4863,"713033488,04"
TI7,28.04.2026,"73,076,799",10652,"1343546989,07"
TIE,28.04.2026,"769,451",17944,"1972161097,06"
TIL,28.04.2026,"1,382,926",1684,"99023718,14"
TIP,28.04.2026,"46,641,721",29,"156678028,07"
TIV,28.04.2026,"47,331,955",112578,"19498397863,95"
TJB,28.04.2026,"9,499,758",1,"776153257,17"
TJF,28.04.2026,"5,194,082",584,"60861998,75"
TJI,28.04.2026,"613,721",920,"723690936,68"
TJL,28.04.2026,"20,481,896",4,"1392585452,65"
TJT,28.04.2026,"63,869,637",1996,"2319414829,90"
TKF,28.04.2026,"65,238,046",4638,"1040068768,93"
TKH,28.04.2026,"2,331,762",1,"476251965,19"
TKK,28.04.2026,"1,705,351",114612,"1817507047,72"
TKM,28.04.2026,"19,067",498566,"61366017837,53"
TLE,28.04.2026,"26,591,694",999,"562892341,09"
TLH,28.04.2026,"30,962,744",444,"144825016,10"
TLK,28.04.2026,"1,567,091",895,"2636498741,57"
TLT,28.04.2026,"65,788,554",1,"372604591,46"
TLU,28.04.2026,"49,769,953",547,"10032218284,83"
TLV,28.04.2026,"1,205,261",8379,"5560512277,29"
TLY,28.04.2026,"5,216,385,597",83519,"120116965195,06"
TLZ,28.04.2026,"17,879,684",806,"58230554,92"
TMC,28.04.2026,"14,875",11062,"100151956,64"
TMG,28.04.2026,"125,834",32907,"4526711817,05"
TMH,28.04.2026,"0,00",12,"0,00"
TMM,28.04.2026,"65,454,384",1200,"822246091,54"
TMR,28.04.2026,"7,074,004",1,"8843212718,99"
TMS,28.04.2026,"1,851,565",88,"330705966,78"
TMU,28.04.2026,"1,297,002",101,"108451324,52"
TMV,28.04.2026,"527,271",1685,"6183243273,91"
TMZ,28.04.2026,"1,838,563",2521,"49714677,50"
TNA,28.04.2026,"1,591,341",1,"5430371953,03"
TNB,28.04.2026,"47,354,224",87,"717782589,40"
TND,28.04.2026,"1,332,829",392,"173642317,58"
TNF,28.04.2026,"3,753,398",3,"4763573756,45"
TNH,28.04.2026,"12,388,901",2,"112677138,51"
TNI,28.04.2026,"10,093,858",3670,"10499154199,92"
TNK,28.04.2026,"30,091,464",75415,"3425113847,18"
TNS,28.04.2026,"11,589,181",30,"431483565,86"
TO8,28.04.2026,"53,376,423",99,"754822848,76"
TOK,28.04.2026,"55,941,906",7359,"23774248456,68"
TOT,28.04.2026,"846,531,391",787,"111599079,83"
TP1,28.04.2026,"63,141,407",1,"356097269,18"
TP2,28.04.2026,"1,872,743",97130,"131044253569,42"
TPC,28.04.2026,"13,559,311",17434,"7964069758,73"
TPE,28.04.2026,"507,779",34,"2306532686,77"
TPF,28.04.2026,"9,864,342",590,"162619706,32"
TPJ,28.04.2026,"72,452,581",1608,"2465269418,41"
TPL,28.04.2026,"19,700,001",1426,"688271640,72"
TPO,28.04.2026,"16,409",3,"96736624,12"
TPP,28.04.2026,"68,253,921",410,"1505476741,87"
TPR,28.04.2026,"502,169",2,"296008715,66"
TPV,28.04.2026,"10,205,945",38,"6419264,09"
TPZ,28.04.2026,"262,964",1549,"136694735,84"
TRJ,28.04.2026,"186,973",3302,"2156492936,15"
TRN,28.04.2026,"1,333,305",1,"2438778971,01"
TRO,28.04.2026,"2,542,863",472,"35093498,89"
TRR,28.04.2026,"5,699,871",501,"2884961104,77"
TRU,28.04.2026,"1,406,857",272,"277585919,55"
TSI,28.04.2026,"184,621",78418,"20268600703,45"
TSP,28.04.2026,"65,310,315",5,"1602503713,31"
TTA,28.04.2026,"63,242",221280,"29219201370,43"
TTE,28.04.2026,"1,472,685",38758,"2970536420,45"
TTL,28.04.2026,"36,167,913",392,"254530243,62"
TTP,28.04.2026,"47,907,132",109,"833015054,53"
TTS,28.04.2026,"65,156,747",1,"2025495617,04"
TTV,28.04.2026,"7,830,273",23,"2439680170,71"
TTZ,28.04.2026,"3,562,609",9,"304220660,35"
TUA,28.04.2026,"1,480,259",34871,"18105992870,67"
TVE,28.04.2026,"1,170,677",273,"148576338,31"
TVN,28.04.2026,"2,503,072",547,"7632421,00"
TYH,28.04.2026,"2,125,736",7027,"1784210979,37"
TZC,28.04.2026,"300,609",1136,"30478245,92"
TZD,28.04.2026,"2,421,351",8040,"949331922,36"
TZH,28.04.2026,"7,786,167",1,"56050588855,16"
TZL,28.04.2026,"122,212",175529,"69046063720,71"
TZP,28.04.2026,"12,486,856",14,"991352834,97"
TZT,28.04.2026,"154,645",6028,"322148097,62"
TZV,28.04.2026,"844,222,855",132868,"21672642612,80"
UAB,28.04.2026,"4,999,365",2,"455681153,37"
UAP,28.04.2026,"65,355,226",1,"429151823,65"
UCN,28.04.2026,"2,115,443",2,"1152768475,10"
UCP,28.04.2026,"1,172,338",28,"22187537406,23"
UFH,28.04.2026,"67,876,644",1,"249534838,24"
UHL,28.04.2026,"68,286,789",1,"2439460876,41"
UHS,28.04.2026,"6,042,975",13,"325184181,75"
ULH,28.04.2026,"6,367,434",270,"1268592482,69"
ULL,28.04.2026,"66,052,033",3,"270614848,29"
UNT,28.04.2026,"1,385,094",226,"99656915,90"
UP1,28.04.2026,"6,268,277",1649,"1313836784,27"
UP2,28.04.2026,"3,725,986",262,"2064697754,36"
UPD,28.04.2026,"20,476,077",294,"2646798469,11"
UPH,28.04.2026,"31,443,215",594,"201333485,92"
UPP,28.04.2026,"6,229,679",1009,"3028078162,84"
UPS,28.04.2026,"4,669,793",1,"539450755,99"
URA,28.04.2026,"2,005,335",11534,"948061982,16"
URC,28.04.2026,"52,365,655",181,"200770025,40"
URD,28.04.2026,"46,137,781",12,"10286085635,91"
URG,28.04.2026,"70,711,232",1,"530528834,99"
URM,28.04.2026,"46,332,398",1,"8800977,91"
URS,28.04.2026,"3,602,112",1,"944074313,52"
URV,28.04.2026,"3,664,622",2,"9840976553,80"
USS,28.04.2026,"339,075",1,"3675690697,60"
UST,28.04.2026,"3,709,437",1,"1739128592,25"
USY,28.04.2026,"237,353",482,"1267007914,51"
UYH,28.04.2026,"4,519,253",12,"869133748,63"
UZY,28.04.2026,"2,515,132",16,"78700,99"
VAY,28.04.2026,"1,612,588",3295,"47838249,27"
VCD,28.04.2026,"5,605,714",12,"61664820,84"
VCG,28.04.2026,"5,072,167",20,"1758155572,48"
VCY,28.04.2026,"3,326,433",12213,"151949560,69"
VFK,28.04.2026,"486,657",5446,"3019103142,62"
VFS,28.04.2026,"1,835,926",1,"5912956,13"
VK6,28.04.2026,"367,522",153464,"66534817976,83"
VKI,28.04.2026,"2,765,473",568,"2066547618,59"
VKT,28.04.2026,"108,331",44765,"4180259601,72"
VMV,28.04.2026,"2,467,573",151,"7013125108,16"
VNK,28.04.2026,"2,349,233",468,"7824875116,73"
VPP,28.04.2026,"48,319,368",444,"1390128061,15"
VPS,28.04.2026,"1,462,904",13536,"5863457400,12"
VRK,28.04.2026,"1,212,866",152,"39555940,74"
VTF,28.04.2026,"2,182,128",1,"417207525,97"
YA1,28.04.2026,"1,261,077",19,"727227989,83"
YAC,28.04.2026,"13,899,199",10413,"5569932147,53"
YAE,28.04.2026,"1,060,711",892,"293710671,48"
YAK,28.04.2026,"4,853,101",109698,"1113431300,50"
YAN,28.04.2026,"13,185,424",3719,"1787250298,13"
YAR,28.04.2026,"26,543,019",1,"743204535,66"
YAS,28.04.2026,"15,252,396",70803,"7471278090,71"
YAY,28.04.2026,"1,537,877,001",37348,"10768826834,41"
YBE,28.04.2026,"1,699,695",14328,"5343537838,44"
YBH,28.04.2026,"496,421",665,"741822306,08"
YBJ,28.04.2026,"54,688,826",1,"1808310328,26"
YBP,28.04.2026,"1,152,647",56,"867865285,82"
YBR,28.04.2026,"51,761,488",2375,"5334925081,05"
YBS,28.04.2026,"128,956",11255,"1767477089,39"
YCG,28.04.2026,"56,887,112",4,"189445745,90"
YCH,28.04.2026,"2,424,718",135,"119472490,27"
YCK,28.04.2026,"413,149",42,"489723569,68"
YCL,28.04.2026,"10,752,889",11,"386486159,22"
YCP,28.04.2026,"9,117,361",2277,"1264615840,78"
YCY,28.04.2026,"3,680,781",271,"249352549,90"
YDI,28.04.2026,"452,411",7504,"1219450432,94"
YDK,28.04.2026,"106,781",48790,"135205109,46"
YDL,28.04.2026,"55,426,507",8,"1155931939,02"
YDM,28.04.2026,"160,285",2,"1111277043,47"
YDP,28.04.2026,"2,068,451",2404,"367386377,72"
YDZ,28.04.2026,"50,918,494",3119,"12488239265,84"
YEF,28.04.2026,"974,778",13819,"2043707538,15"
YFV,28.04.2026,"96,316",7421,"918279305,17"
YGM,28.04.2026,"321,448",2484,"649235327,77"
YHB,28.04.2026,"2,259,685",7686,"305464842,05"
YHI,28.04.2026,"1,477,099",277,"66032472,90"
YHK,28.04.2026,"1,889,202",5681,"1005107392,45"
YHP,28.04.2026,"4,092,086",1,"1718676142,22"
YHS,28.04.2026,"25,751,522",8715,"3751853689,53"
YHT,28.04.2026,"369,784",86425,"2046573501,64"
YHY,28.04.2026,"1,240,084",16,"1561482,75"
YHZ,28.04.2026,"8,202,077",13859,"924700576,90"
YIK,28.04.2026,"1,358,473",1438,"25626641912,23"
YIS,28.04.2026,"1,259,515",1,"932380550,55"
YIT,28.04.2026,"2,392,033",6684,"819295685,56"
YIV,28.04.2026,"3,399,846",2,"4629765717,65"
YJA,28.04.2026,"62,788,124",4,"375908292,16"
YJH,28.04.2026,"3,796,349",3857,"193028931,84"
YJK,28.04.2026,"498,382",9686,"701439761,05"
YJU,28.04.2026,"62,125,917",1,"413609942,68"
YJY,28.04.2026,"53,730,709",8337,"67824972155,15"
YKS,28.04.2026,"319,595",382,"191977426,14"
YKT,28.04.2026,"896,169",94087,"36631977997,82"
YLB,28.04.2026,"1,612,105",334537,"67071250217,41"
YLC,28.04.2026,"3,661,061",1465,"80507880,71"
YLE,28.04.2026,"8,677,031",2489,"324040499,16"
YLO,28.04.2026,"5,009,263",4934,"227168322,69"
YLR,28.04.2026,"12,731,846",4,"62360,58"
YLY,28.04.2026,"2,447,852",577,"39503367,64"
YLZ,28.04.2026,"3,769,456",13,"2174935085,79"
YMD,28.04.2026,"52,587,227",1323,"6036248202,90"
YMH,28.04.2026,"1,435,557",354,"478555070,16"
YMP,28.04.2026,"1,015,056",8,"34186395,00"
YNK,28.04.2026,"45,248,793",1179,"17512357591,57"
YNL,28.04.2026,"52,083,319",1,"207392130,19"
YOA,28.04.2026,"83,223,247",142,"1813329118,60"
YOS,28.04.2026,"53,403,876",227,"977742566,41"
YOT,28.04.2026,"36,388,337",10169,"1979803813,23"
YOZ,28.04.2026,"45,922,613",1267,"25943028367,42"
YP1,28.04.2026,"61,751,562",3,"217822953,86"
YP2,28.04.2026,"68,506,615",1,"1273479599,62"
YP4,28.04.2026,"50,599,533",30347,"138078262707,24"
YPC,28.04.2026,"4,908,448",2359,"42650563,92"
YPD,28.04.2026,"6,394,082",2,"93907389,32"
YPF,28.04.2026,"9,154,141",461,"1152686256,80"
YPI,28.04.2026,"52,693,379",68,"2017174376,55"
YPK,28.04.2026,"13,366,061",273,"219149520,38"
YPL,28.04.2026,"68,414,917",1626,"13029877553,19"
YPN,28.04.2026,"6,315,274",98,"1799055340,46"
YPP,28.04.2026,"24,272,844",1,"4540449177,38"
YPR,28.04.2026,"1,634,609",285,"201995873,19"
YPT,28.04.2026,"3,660,278",18789,"107251038177,50"
YPU,28.04.2026,"62,147,584",1734,"3771550808,03"
YPV,28.04.2026,"7,645,854",3623,"6645633117,61"
YRZ,28.04.2026,"45,519,334",159,"751411999,07"
YSA,28.04.2026,"45,857,635",200,"186480485,13"
YSL,28.04.2026,"41,938,561",423,"713527077,61"
YSO,28.04.2026,"1,239,892",193,"62666061,29"
YSU,28.04.2026,"161,507",6403,"254053121,94"
YTC,28.04.2026,"63,010,244",120,"314025475,79"
YTD,28.04.2026,"810,379",15171,"1606858422,67"
YTJ,28.04.2026,"65,554,101",1,"1151696400,13"
YTO,28.04.2026,"50,679,854",4,"669638126,31"
YTR,28.04.2026,"75,275,112",2,"583035705,73"
YTV,28.04.2026,"2,836,167",2397,"220330336,08"
YTY,28.04.2026,"55,887,674",20547,"101287688416,35"
YUB,28.04.2026,"5,547,668",671,"569792478,14"
YUD,28.04.2026,"70,864,259",2,"242375251,90"
YUI,28.04.2026,"1,887,227",8,"1216120511,31"
YUK,28.04.2026,"47,190,905",149,"1291696278,47"
YUN,28.04.2026,"53,889,167",483,"2756683671,96"
YUY,28.04.2026,"1,031,005",2,"1021066857,41"
YVB,28.04.2026,"1,263,032",718,"108297226,88"
YVD,28.04.2026,"3,921,237",82492,"41858484192,99"
YVF,28.04.2026,"69,418,982",4,"904902186,04"
YVG,28.04.2026,"59,729,289",1224,"5877249855,63"
YVO,28.04.2026,"65,833,882",2,"690112618,76"
YVS,28.04.2026,"70,546,176",6,"407595489,14"
YZC,28.04.2026,"4,310,154",12693,"560662300,95"
YZF,28.04.2026,"90,404,271",1,"452021356,98"
YZG,28.04.2026,"1,440,803",69663,"13546606354,16"
YZH,28.04.2026,"11,748,019",6387,"1156301648,71"
YZK,28.04.2026,"7,377,321",209,"206918922,23"
YZL,28.04.2026,"4,921,181",74,"617513533,10"
ZA2,28.04.2026,"1,777,944",2358,"13308042441,86"
ZAD,28.04.2026,"43,840,692",28,"11170082,31"
ZAV,28.04.2026,"5,439,148",4857,"66898065081,60"
ZAY,28.04.2026,"5,762,497",3733,"1738181058,32"
ZBD,28.04.2026,"657,418,096",2223,"920889179,99"
ZBI,28.04.2026,"2,050,993",1782,"222761569,50"
ZBJ,28.04.2026,"4,572,702",19585,"40377582553,76"
ZBN,28.04.2026,"24,485,772",185,"130932230,79"
ZBO,28.04.2026,"2,915,928",254,"410573639,18"
ZBZ,28.04.2026,"62,862,772",1,"330019178,14"
ZCA,28.04.2026,"7,630,583",1,"57501005,18"
ZCB,28.04.2026,"68,667,141",3,"74018782,96"
ZCC,28.04.2026,"74,194,418",2,"392033880,03"
ZCD,28.04.2026,"4,407,479",626,"1428735419,38"
ZCE,28.04.2026,"4,141,603",1,"11628518443,56"
ZCF,28.04.2026,"3,749,677",1,"1728594270,22"
ZCG,28.04.2026,"5,897,121",163,"559976789,20"
ZCH,28.04.2026,"2,398,277",1,"4935641799,27"
ZCK,28.04.2026,"1,651,124",1972,"384975452,75"
ZCN,28.04.2026,"3,887,711",7758,"645791978,86"
ZDD,28.04.2026,"6,872,585",1470,"483785005,59"
ZDK,28.04.2026,"15,127,674",1,"3169822,57"
ZDZ,28.04.2026,"12,748,748",9440,"1057303875,22"
ZFB,28.04.2026,"6,645,787",16144,"822321282,18"
ZFZ,28.04.2026,"64,708,799",3,"20799162035,01"
ZHH,28.04.2026,"1,409,714",1146,"108219589,72"
ZJB,28.04.2026,"12,001,614",2234,"11500094918,86"
ZJH,28.04.2026,"57,509,175",1,"194726008,62"
ZJI,28.04.2026,"12,510,664",2265,"9008681210,22"
ZJL,28.04.2026,"14,188,596",2941,"413545082,90"
ZJR,28.04.2026,"6,691,324",1,"1299334370,21"
ZJT,28.04.2026,"63,455,709",1,"1262225557,10"
ZJV,28.04.2026,"105,797",1464,"694178552,60"
ZK1,28.04.2026,"47,122,432",121,"2120352871,93"
ZK2,28.04.2026,"55,095,905",74,"1903277355,60"
ZKK,28.04.2026,"2,374,211",1,"2223760840,24"
ZLB,28.04.2026,"47,245,908",62,"570989239,64"
ZLG,28.04.2026,"60,246,606",1,"1014119794,20"
ZLH,28.04.2026,"11,356,977",3701,"453363702,36"
ZMT,28.04.2026,"58,948,501",299,"1365794974,73"
ZMU,28.04.2026,"193,117",13,"20384230,35"
ZMY,28.04.2026,"6,203,441",2896,"186061056,93"
ZNF,28.04.2026,"51,960,005",1,"1904600902,38"
ZOS,28.04.2026,"1,723,108",11,"528169660,05"
ZP1,28.04.2026,"59,086,244",2,"59909788,36"
ZP2,28.04.2026,"5,110,432",1,"547043017,78"
ZP3,28.04.2026,"4,148,963",1,"60521593,44"
ZP6,28.04.2026,"54,483,829",1626,"7113297958,78"
ZP7,28.04.2026,"63,704,323",1,"1592608065,47"
ZP8,28.04.2026,"3,607,428",4947,"55055921858,56"
ZP9,28.04.2026,"57,403,931",843,"1754609244,58"
ZPA,28.04.2026,"6,232,832",888,"4023375059,58"
ZPC,28.04.2026,"1,873,711",2994,"3134931245,19"
ZPE,28.04.2026,"33,298,184",6773,"1227417451,81"
ZPF,28.04.2026,"21,544,148",3384,"796959481,23"
ZPG,28.04.2026,"9,542,932",5714,"1313946003,15"
ZPH,28.04.2026,"1,339,357",65,"284574129,70"
ZPJ,28.04.2026,"1,163,908",406,"147614697,82"
ZPK,28.04.2026,"7,487,728",27273,"16371848984,78"
ZPN,28.04.2026,"6,716,845",1,"1903943100,42"
ZPR,28.04.2026,"1,361,962",903,"25393775669,70"
ZR2,28.04.2026,"1,277,694",1,"2561516981,13"
ZR3,28.04.2026,"696,668",176,"214892678,32"
ZSB,28.04.2026,"9,688,387",18,"2677125971,86"
ZSF,28.04.2026,"52,358,646",1754,"42544436,45"
ZSG,28.04.2026,"4,141,463",1008,"50031356,02"
ZSK,28.04.2026,"54,809,479",1,"578197139,48"
ZSN,28.04.2026,"52,397,449",2,"2857531913,14"
ZTF,28.04.2026,"6,715,815",1,"1845923078,76"
ZTG,28.04.2026,"1,183,647",833,"32367670,16"
ZUD,28.04.2026,"3,925,325",1,"815484636,85"
ZUE,28.04.2026,"4,625,475",1,"5830951076,27"
ZUS,28.04.2026,"47,076,567",3377,"68762247772,14"
ZVB,28.04.2026,"85,294,069",11,"227469645,05"
ZVO,28.04.2026,"3,693,585",401,"886899667,70"
ZYC,28.04.2026,"4,348,189",1,"7973651258,75"
ZYD,28.04.2026,"4,349,487",1,"8021271091,76"
ZZL,28.04.2026,"77,189,466",15,"39314061,49"
AAK,27.04.2026,"35,433,814",762,"35299944,56"
AAL,27.04.2026,"3,172,561",4860,"3101854505,84"
AAS,27.04.2026,"11,333,262",158,"23918837,90"
AAV,27.04.2026,"62,499,869",2308,"302691115,16"
ABG,27.04.2026,"61,931,971",159,"7648086768,86"
ABJ,27.04.2026,"870,807",3,"1164566393,31"
ABU,27.04.2026,"93,854",37,"54445781,05"
AC1,27.04.2026,"2,859,092",165,"302006079,75"
AC2,27.04.2026,"3,496,552",48,"8666966804,53"
AC3,27.04.2026,"66,392,374",14,"138797373,42"
AC4,27.04.2026,"3,510,249",3593,"1580035921,64"
AC5,27.04.2026,"3,417,265",181,"52494299,51"
AC6,27.04.2026,"55,748,454",108,"76062522,29"
AC7,27.04.2026,"11,603,692",45,"6270460726,77"
AC8,27.04.2026,"192,524,679",97,"2375640371,50"
ACC,27.04.2026,"44,583,434",1457,"191474346,27"
ACD,27.04.2026,"5,573,553",1567,"320734682,23"
ACN,27.04.2026,"11,723,002",15,"632897066,29"
ACU,27.04.2026,"52,603,267",158,"1344671546,68"
ADE,27.04.2026,"871,454",27084,"1049285509,24"
ADP,27.04.2026,"1,352,604",22531,"4226812769,12"
AED,27.04.2026,"109,821,323",814,"42609717,95"
AES,27.04.2026,"168,055",36289,"1760002370,48"
AEV,27.04.2026,"1,909,091",401,"10900334,19"
AFA,27.04.2026,"1,091,078",46005,"5375805698,72"
AFO,27.04.2026,"1,340,861",87457,"22966184744,01"
AFS,27.04.2026,"29,846",26921,"758481756,52"
AFT,27.04.2026,"904,328",143639,"25237070609,47"
AFV,27.04.2026,"532,017",15663,"1170065886,10"
AGC,27.04.2026,"8,644,268",2480,"99896647,18"
AHH,27.04.2026,"9,558,673",15,"204274676,02"
AHI,27.04.2026,"37,839,241",2664,"147205013,97"
