fund_code,price_date,unit_price,investor_count,total_fund_value
RYU,24.04.2026,"45,602,891",45,"257189953,30"
RZR,24.04.2026,"4,678,027",2,"16551972,75"
SAP,24.04.2026,"1,631,789",343,"204066179,07"
SAR,24.04.2026,"49,196,621",9,"834561782,06"
SAS,24.04.2026,"1,710,848",47243,"1523317226,20"
SAT,24.04.2026,"302,172,266",4,"2403062415,80"
SBH,24.04.2026,"1,955,699",1172,"335724475,84"
SBI,24.04.2026,"4,300,274",15,"40621880,71"
SBR,24.04.2026,"1,336,584",25,"15409455,17"
SBS,24.04.2026,"66,797,104",1,"228753029,03"
SCZ,24.04.2026,"138,894",189,"82041888,03"
SDA,24.04.2026,"46,680,256",1072,"5943277342,50"
SEH,24.04.2026,"1,151,968",46,"55213357,61"
SER,24.04.2026,"54,034,406",795,"6573692641,74"
SFA,24.04.2026,"17,803,221",16,"889752817,87"
SFS,24.04.2026,"1,308,161",81,"29830466,86"
SGT,24.04.2026,"1,470,411",833,"234691393,26"
SHE,24.04.2026,"3,690,614",727,"58005609,09"
SHI,24.04.2026,"2,387,881",47,"1581334527,29"
SHU,24.04.2026,"1,432,829",18,"224216648,86"
SIS,24.04.2026,"1,741,783",11,"58025677,71"
SJP,24.04.2026,"57,917,933",29,"299455463,16"
SKL,24.04.2026,"1,793,584",822,"211099299,21"
SKO,24.04.2026,"1,684,288",5297,"321101836,82"
SKS,24.04.2026,"47,272,886",3,"1181822138,87"
SKT,24.04.2026,"103,922",2052,"40789132,52"
SKZ,24.04.2026,"904,761",1691,"247805349,86"
SLF,24.04.2026,"9,978,615",7019,"1256149228,14"
SLG,24.04.2026,"1,340,727",948,"431241934,92"
SLR,24.04.2026,"315,323",5,"1197186615,85"
SLS,24.04.2026,"1,003,841",12,"604992,73"
SMP,24.04.2026,"1,025,567",1,"1435794371,32"
SNY,24.04.2026,"2,551,706",684,"902472546,22"
SOS,24.04.2026,"1,346,357",160,"9894205,80"
SPA,24.04.2026,"63,160,188",207,"2902458438,00"
SPD,24.04.2026,"7,618,175",1,"322576384,90"
SPE,24.04.2026,"99,464,888",1152,"3605515642,37"
SPN,24.04.2026,"8,977,621",501,"2540078731,37"
SPP,24.04.2026,"1,395,268",147,"240124342,05"
SPR,24.04.2026,"1,250,489",167,"15710162,66"
SPT,24.04.2026,"1,977,576",925,"99114633,06"
SRA,24.04.2026,"19,651,221",1,"3915638079,16"
SRE,24.04.2026,"59,749,867",1,"935156933,47"
SRL,24.04.2026,"1,452,169",312,"19043283,34"
SRO,24.04.2026,"24,713,753",6,"6889079202,48"
SSD,24.04.2026,"51,786,554",1,"535091142,33"
SSE,24.04.2026,"4,046",11,"126944218,23"
SSF,24.04.2026,"1,005,896",15,"1301274,64"
SSK,24.04.2026,"1,491,693",500,"36354485,85"
SSN,24.04.2026,"54,942,645",4,"716917393,78"
SSO,24.04.2026,"1,307,883",1,"6668608243,46"
SSS,24.04.2026,"1,423,434",4907,"251411192,64"
SST,24.04.2026,"1,462,108",22,"8627185,05"
ST1,24.04.2026,"193,110,158",3164,"704927517,78"
STI,24.04.2026,"1,243,973",92,"132280114,30"
STM,24.04.2026,"4,719,442",12,"563270,09"
STS,24.04.2026,"80,140,225",27,"403828198,17"
STZ,24.04.2026,"24,743,944",85,"566739921,71"
SUA,24.04.2026,"532,494",1377,"2578443237,04"
SUB,24.04.2026,"392,665",843,"113255263,85"
SUC,24.04.2026,"20,127,727",520,"442235673,37"
SUR,24.04.2026,"119,681",106,"189731679,88"
SVB,24.04.2026,"9,193,805",1607,"290450174,55"
SVS,24.04.2026,"2,544,231",1,"1654332352,66"
SVY,24.04.2026,"1,605,629",2,"3403676397,78"
SYF,24.04.2026,"31,255,701",6,"2447880862,24"
SYL,24.04.2026,"4,105,730,877",1,"1136490941,23"
SYR,24.04.2026,"48,303,676",22,"309918270,66"
SYS,24.04.2026,"4,588,433",123,"1655856019,94"
T3B,24.04.2026,"146,414",26,"11223935378,25"
TAL,24.04.2026,"2,868,016",824,"39382931,64"
TAO,24.04.2026,"1,941,054",1,"1025971947,67"
TAR,24.04.2026,"2,290,629",6728,"116731924,21"
TAU,24.04.2026,"696,604",38754,"2647421908,44"
TAZ,24.04.2026,"2,315,489",2,"1091797355,40"
TB9,24.04.2026,"4,948,838",11351,"40994145590,10"
TBP,24.04.2026,"259,382",209,"442259324,87"
TBT,24.04.2026,"50,945,829",2792,"419976756,42"
TBV,24.04.2026,"363,838",8364,"1321021977,75"
TCA,24.04.2026,"826,019",51225,"16132306197,25"
TCB,24.04.2026,"206,799",4953,"3815925129,40"
TCC,24.04.2026,"77,553",315,"351225890,44"
TCD,24.04.2026,"4,569,343",12617,"1459077338,67"
TCF,24.04.2026,"405,689",3369,"5395898260,54"
TCG,24.04.2026,"1,338,103",1,"189551870,40"
TCH,24.04.2026,"2,044,877",74,"280173466,19"
TCI,24.04.2026,"10,159,877",17,"1315165460,17"
TCS,24.04.2026,"41,278,567",45,"1432088389,65"
TDG,24.04.2026,"496,288",2150,"659373672,85"
TDP,24.04.2026,"55,540,034",44,"303233425,84"
TE3,24.04.2026,"38,446,114",3297,"1282109399,84"
TE4,24.04.2026,"5,829,866",1731,"2381762978,00"
TEJ,24.04.2026,"220,661",1116,"540869095,08"
TFE,24.04.2026,"2,512,196",103,"31168803,29"
TFF,24.04.2026,"3,495,508",8579,"1162187821,37"
TFU,24.04.2026,"1,162,351",3094,"796579036,70"
TGA,24.04.2026,"45,699",6829,"840434874,11"
TGE,24.04.2026,"275,507",42176,"3453021703,88"
TGN,24.04.2026,"1,276,144",1988,"2404059329,56"
TGR,24.04.2026,"6,539,823",5982,"120208036,66"
TGT,24.04.2026,"106,628",62208,"3272792340,84"
TGV,24.04.2026,"17,628,841",13,"11216467461,89"
TGZ,24.04.2026,"5,423,005",11,"987568157,33"
THD,24.04.2026,"272,311",215,"9163626,71"
THF,24.04.2026,"218,189",8013,"1202572540,48"
THG,24.04.2026,"6,337,715",189,"165294366,16"
THH,24.04.2026,"136,634,891",1,"1743256529,17"
THO,24.04.2026,"46,924,616",12,"2241699070,24"
THS,24.04.2026,"59,007,626",1,"387158124,33"
THT,24.04.2026,"231,947",361,"8480943,47"
THV,24.04.2026,"80,122,539",21,"3613088704,73"
TI1,24.04.2026,"1,470,313,062",228319,"176487485502,57"
TI2,24.04.2026,"132,117",22805,"4249747198,27"
TI3,24.04.2026,"124,526",24850,"2505737131,40"
TI4,24.04.2026,"59,304",15980,"2277270051,52"
TI6,24.04.2026,"49,984",4856,"727153212,54"
TI7,24.04.2026,"72,600,353",10666,"1341354324,58"
TIE,24.04.2026,"755,318",17904,"1994244126,34"
TIL,24.04.2026,"1,362,431",1667,"94209750,12"
TIP,24.04.2026,"46,508,571",29,"156230755,48"
TIV,24.04.2026,"47,163,426",112999,"19481743532,48"
TJB,24.04.2026,"9,462,612",1,"773118358,19"
TJF,24.04.2026,"5,161,297",583,"60275346,90"
TJI,24.04.2026,"6,141,237",917,"723600539,63"
TJL,24.04.2026,"20,681,133",4,"1406131759,27"
TJT,24.04.2026,"63,944,579",2004,"2377608695,72"
TKF,24.04.2026,"64,916,377",4641,"1035724637,60"
TKH,24.04.2026,"2,164,905",1,"442172269,68"
TKK,24.04.2026,"1,702,991",114691,"1815879126,80"
TKM,24.04.2026,"189,874",499869,"61687628082,97"
TLE,24.04.2026,"26,545,626",995,"561606595,13"
TLH,24.04.2026,"31,178,865",444,"145698711,55"
TLK,24.04.2026,"1,560,755",922,"2642891163,17"
TLT,24.04.2026,"65,688,733",1,"372039241,14"
TLU,24.04.2026,"49,613,986",547,"10000779687,65"
TLV,24.04.2026,"120,045",7974,"5350386607,94"
TLY,24.04.2026,"5,097,623,979",84446,"119178263481,08"
TLZ,24.04.2026,"17,541,807",804,"57148682,48"
TMC,24.04.2026,"149,076",11070,"100374259,75"
TMG,24.04.2026,"1,245,751",32738,"4459214681,47"
TMH,24.04.2026,"0,00",12,"0,00"
TMM,24.04.2026,"65,214,961",1205,"820685476,31"
TMR,24.04.2026,"7,082,116",1,"9023500427,73"
TMS,24.04.2026,"1,847,247",88,"329934734,15"
TMU,24.04.2026,"1,291,872",101,"108090452,69"
TMV,24.04.2026,"5,133,643",1534,"5878233413,55"
TMZ,24.04.2026,"183,153",2526,"48412820,40"
TNA,24.04.2026,"1,597,474",1,"5451303231,00"
TNB,24.04.2026,"47,333,495",87,"717535593,41"
TND,24.04.2026,"1,327,234",390,"172858577,34"
TNF,24.04.2026,"3,737,208",3,"4743025826,73"
TNH,24.04.2026,"12,199,259",2,"110952349,95"
TNI,24.04.2026,"10,066,351",3652,"10397400078,30"
TNK,24.04.2026,"2,998,844",75552,"3448846706,97"
TNS,24.04.2026,"10,537,407",30,"392324338,04"
TO8,24.04.2026,"53,241,662",99,"752917119,75"
TOK,24.04.2026,"55,808,883",7353,"23795211359,57"
TOT,24.04.2026,"84,291,446",793,"112280420,66"
TP1,24.04.2026,"63,090,859",1,"357548139,98"
TP2,24.04.2026,"1,863,613",96976,"130196051849,26"
TPC,24.04.2026,"13,974,477",17589,"8235587168,43"
TPE,24.04.2026,"506,453",34,"2300508432,13"
TPF,24.04.2026,"9,844,889",597,"164932369,35"
TPJ,24.04.2026,"72,478,388",1614,"2454497337,98"
TPL,24.04.2026,"19,715,523",1430,"688979964,18"
TPO,24.04.2026,"163,354",3,"96302771,30"
TPP,24.04.2026,"67,835,774",407,"1498492244,30"
TPR,24.04.2026,"49,434",2,"301493305,11"
TPV,24.04.2026,"1,025,378",38,"6466782,07"
TPZ,24.04.2026,"2,622,847",1557,"138041171,69"
TRJ,24.04.2026,"1,861,424",3180,"2134690888,55"
TRN,24.04.2026,"1,259,465",1,"2303715606,64"
TRO,24.04.2026,"256,785",474,"35509765,09"
TRR,24.04.2026,"5,675,909",502,"2874191050,87"
TRU,24.04.2026,"1,401,755",272,"278008879,99"
TSI,24.04.2026,"183,938",78060,"20260270625,81"
TSP,24.04.2026,"65,432,019",5,"1605489951,15"
TTA,24.04.2026,"639,305",221985,"29591420448,51"
TTE,24.04.2026,"1,429,337",38665,"2886244842,99"
TTL,24.04.2026,"35,565,317",393,"250112594,96"
TTP,24.04.2026,"47,729,128",109,"836875044,74"
TTS,24.04.2026,"65,150,696",1,"2025307504,38"
TTV,24.04.2026,"7,799,356",23,"2430047088,26"
TTZ,24.04.2026,"3,558,867",9,"303901075,12"
TUA,24.04.2026,"149,516",34971,"18387253297,74"
TVE,24.04.2026,"1,161,758",271,"147411230,15"
TVN,24.04.2026,"2,484,969",550,"7568782,01"
TYH,24.04.2026,"2,139,861",7047,"1916687365,78"
TZC,24.04.2026,"297,213",1136,"30272818,01"
TZD,24.04.2026,"2,398,647",8008,"935306760,59"
TZH,24.04.2026,"7,770,376",1,"55936911203,13"
TZL,24.04.2026,"121,709",176314,"71519667104,67"
TZP,24.04.2026,"12,423,371",14,"986312716,71"
TZT,24.04.2026,"155,586",6046,"324007479,60"
TZV,24.04.2026,"841,348,798",133048,"21776685621,78"
UAB,24.04.2026,"4,986,501",2,"454508712,42"
UAP,24.04.2026,"65,137,498",1,"427722123,04"
UCN,24.04.2026,"2,093,891",2,"1141024016,18"
UCP,24.04.2026,"1,167,347",28,"13620220590,10"
UFH,24.04.2026,"67,886,293",1,"249570309,88"
UHL,24.04.2026,"68,168,695",1,"2435242105,33"
UHS,24.04.2026,"7,440,773",13,"400402422,09"
ULH,24.04.2026,"6,313,567",269,"1257631379,21"
ULL,24.04.2026,"65,565,431",3,"268621244,17"
UNT,24.04.2026,"1,379,257",228,"99816731,69"
UP1,24.04.2026,"6,341,981",1655,"1329275022,35"
UP2,24.04.2026,"3,710,027",261,"2055313543,99"
UPD,24.04.2026,"20,449,618",294,"2642989115,68"
UPH,24.04.2026,"31,176,201",593,"199735350,82"
UPP,24.04.2026,"6,205,492",1014,"3060633045,32"
UPS,24.04.2026,"4,670,911",1,"539579845,17"
URA,24.04.2026,"1,968,319",11608,"933736302,28"
URC,24.04.2026,"52,222,091",181,"200255894,02"
URD,24.04.2026,"45,982,346",12,"10251432456,49"
URG,24.04.2026,"70,584,973",1,"529581545,12"
URM,24.04.2026,"46,207,443",1,"8777242,44"
URS,24.04.2026,"3,548,339",1,"929981070,47"
URV,24.04.2026,"3,721,657",2,"9994138100,26"
USS,24.04.2026,"3,379,988",1,"3664024449,53"
UST,24.04.2026,"3,693,534",1,"1731672863,48"
USY,24.04.2026,"236,618",481,"1263229037,22"
UYH,24.04.2026,"4,509,352",12,"874022338,19"
UZY,24.04.2026,"2,520,806",16,"78878,54"
VAY,24.04.2026,"1,614,329",3303,"47136287,78"
VCD,24.04.2026,"5,582,112",12,"61405196,00"
VCG,24.04.2026,"504,873",20,"1750292804,35"
VCY,24.04.2026,"3,244,836",12203,"147726216,03"
VFK,24.04.2026,"4,848,941",5453,"3028487554,84"
VFS,24.04.2026,"1,830,454",1,"5895335,21"
VK6,24.04.2026,"365,996",155115,"66656816866,56"
VKI,24.04.2026,"2,754,295",577,"2033357400,17"
VKT,24.04.2026,"10,798",45271,"4332777177,38"
VMV,24.04.2026,"2,456,436",151,"6918017746,87"
VNK,24.04.2026,"2,349,347",465,"7825048852,52"
VPP,24.04.2026,"48,168,503",445,"1367168316,70"
VPS,24.04.2026,"1,452,636",12761,"5551915464,83"
VRK,24.04.2026,"1,207,965",152,"24563465,47"
VTF,24.04.2026,"2,173,716",1,"415599349,42"
YA1,24.04.2026,"1,255,725",19,"724141544,96"
YAC,24.04.2026,"13,873,657",10421,"5565763301,85"
YAE,24.04.2026,"1,057,426",898,"296648617,06"
YAK,24.04.2026,"4,842,049",109731,"1110496926,78"
YAN,24.04.2026,"13,156,224",3709,"1784049476,72"
YAR,24.04.2026,"26,605,674",1,"744958859,22"
YAS,24.04.2026,"15,145,492",71002,"7501445212,50"
YAY,24.04.2026,"1,500,683,553",37112,"10304527657,75"
YBE,24.04.2026,"1,702,305",14324,"5355045324,05"
YBH,24.04.2026,"49,837,823",667,"752657783,25"
YBJ,24.04.2026,"54,558,913",1,"1804014680,31"
YBP,24.04.2026,"1,150,467",56,"866223892,60"
YBR,24.04.2026,"51,703,852",2353,"5278849500,29"
YBS,24.04.2026,"128,432",11258,"1762454402,18"
YCG,24.04.2026,"56,784,296",4,"189103347,60"
YCH,24.04.2026,"2,418,091",136,"119145956,42"
YCK,24.04.2026,"4,081,863",41,"483830508,30"
YCL,24.04.2026,"10,733,112",12,"385953045,34"
YCP,24.04.2026,"9,276,436",2277,"1281056291,63"
YCY,24.04.2026,"3,665,632",270,"248335344,90"
YDI,24.04.2026,"452,429",7519,"1220905166,13"
YDK,24.04.2026,"106,413",48801,"134811772,79"
YDL,24.04.2026,"55,305,898",8,"1153416624,98"
YDM,24.04.2026,"1,595,959",2,"1106499314,41"
YDP,24.04.2026,"2,054,521",2402,"364341993,85"
YDZ,24.04.2026,"50,752,016",3117,"12346442624,99"
YEF,24.04.2026,"957,341",13804,"2013224791,59"
YFV,24.04.2026,"96,003",7421,"911285380,06"
YGM,24.04.2026,"322,592",2505,"650645125,71"
YHB,24.04.2026,"2,226,028",7701,"301143121,81"
YHI,24.04.2026,"1,465,636",277,"65632639,70"
YHK,24.04.2026,"1,852,683",5616,"974545344,12"
YHP,24.04.2026,"409,418",1,"1719555566,19"
YHS,24.04.2026,"25,567,217",8722,"3684854543,00"
YHT,24.04.2026,"369,091",86485,"2100859276,13"
YHY,24.04.2026,"1,248,994",16,"1572701,52"
YHZ,24.04.2026,"7,952,621",13870,"905548172,38"
YIK,24.04.2026,"1,352,684",1451,"26169628415,91"
YIS,24.04.2026,"1,254,329",1,"928541370,87"
YIT,24.04.2026,"227,066",6157,"712233583,24"
YIV,24.04.2026,"3,401,527",2,"4632053808,94"
YJA,24.04.2026,"62,617,078",4,"374884252,77"
YJH,24.04.2026,"3,708,221",3825,"187013511,50"
YJK,24.04.2026,"4,792,426",9512,"658361499,95"
YJU,24.04.2026,"62,022,746",1,"412923069,50"
YJY,24.04.2026,"53,558,223",8322,"67314655193,37"
YKS,24.04.2026,"319,201",379,"192403786,69"
YKT,24.04.2026,"904,791",94279,"36940461051,06"
YLB,24.04.2026,"1,605,757",334417,"68832762011,78"
YLC,24.04.2026,"3,678,688",1474,"80682177,31"
YLE,24.04.2026,"8,627,469",2492,"322212096,63"
YLO,24.04.2026,"4,911,409",4889,"219252804,99"
YLR,24.04.2026,"12,911,043",4,"63238,29"
YLY,24.04.2026,"2,422,213",582,"39090417,14"
YLZ,24.04.2026,"3,683,197",13,"2070666586,15"
YMD,24.04.2026,"52,419,176",1319,"5988339548,33"
YMH,24.04.2026,"1,432,971",355,"479379658,74"
YMP,24.04.2026,"1,010,663",5,"25072495,94"
YNK,24.04.2026,"45,141,842",1167,"17322095930,91"
YNL,24.04.2026,"51,985,202",1,"207001433,87"
YOA,24.04.2026,"83,144,156",142,"1811605805,80"
YOS,24.04.2026,"53,265,491",229,"1023646558,71"
YOT,24.04.2026,"36,646,367",10185,"2314942427,53"
YOZ,24.04.2026,"45,770,632",1236,"25283550660,34"
YP1,24.04.2026,"61,654,719",3,"217481350,46"
YP2,24.04.2026,"68,566,199",1,"1274587227,02"
YP4,24.04.2026,"50,439,123",30392,"137836993064,55"
YPC,24.04.2026,"4,832,811",2357,"42249262,76"
YPD,24.04.2026,"6,380,479",2,"93707606,67"
YPF,24.04.2026,"905,146",456,"1138843129,13"
YPI,24.04.2026,"52,424,906",68,"1998931678,04"
YPK,24.04.2026,"13,546,241",273,"222401270,30"
YPL,24.04.2026,"68,293,331",1625,"13076188093,16"
YPN,24.04.2026,"62,808,582",100,"1789229330,81"
YPP,24.04.2026,"24,113,324",1,"4510609552,89"
YPR,24.04.2026,"1,622,919",284,"200401331,00"
YPT,24.04.2026,"364,449",18796,"102568016122,01"
YPU,24.04.2026,"61,806,434",1729,"3755147158,42"
YPV,24.04.2026,"7,612,707",3626,"6618157708,99"
YRZ,24.04.2026,"4,535,201",159,"748649898,22"
YSA,24.04.2026,"45,485,084",195,"188188395,37"
YSL,24.04.2026,"41,875,123",422,"711607545,10"
YSO,24.04.2026,"124,831",192,"63096997,09"
YSU,24.04.2026,"161,534",6403,"249622297,98"
YTC,24.04.2026,"62,659,605",120,"312277988,94"
YTD,24.04.2026,"800,424",15197,"1586479663,61"
YTJ,24.04.2026,"65,371,134",1,"1148481927,38"
YTO,24.04.2026,"50,503,288",4,"667305147,74"
YTR,24.04.2026,"75,558,323",2,"585229281,66"
YTV,24.04.2026,"2,866,573",2404,"221039751,55"
YTY,24.04.2026,"55,748,839",20564,"101034996147,38"
YUB,24.04.2026,"5,524,527",674,"568632811,67"
YUD,24.04.2026,"7,064,153",2,"242357313,36"
YUI,24.04.2026,"1,872,426",8,"1206582963,30"
YUK,24.04.2026,"47,020,584",149,"1287034314,81"
YUN,24.04.2026,"53,697,144",481,"2754150903,32"
YUY,24.04.2026,"1,026,631",2,"1016735447,72"
YVB,24.04.2026,"1,279,247",723,"110118713,03"
YVD,24.04.2026,"3,906,227",82742,"42391068154,53"
YVF,24.04.2026,"69,238,533",4,"902549961,12"
YVG,24.04.2026,"59,584,979",1224,"5874938351,36"
YVO,24.04.2026,"65,741,328",2,"689142414,98"
YVS,24.04.2026,"70,430,157",6,"406925165,17"
YZC,24.04.2026,"4,181,874",12700,"543469841,28"
YZF,24.04.2026,"90,328,908",1,"451644537,92"
YZG,24.04.2026,"14,847,834",69936,"13986187841,65"
YZH,24.04.2026,"119,771",6403,"1182661090,13"
YZK,24.04.2026,"7,380,151",209,"206999416,38"
YZL,24.04.2026,"488,829",74,"613386296,51"
ZA2,24.04.2026,"1,768,568",2410,"13825819320,55"
ZAD,24.04.2026,"43,714,522",28,"11137935,75"
ZAV,24.04.2026,"54,262,238",4849,"66759027240,86"
ZAY,24.04.2026,"5,741,326",3754,"1742948113,11"
ZBD,24.04.2026,"657,980,999",2221,"921599375,28"
ZBI,24.04.2026,"2,040,936",1786,"223833969,14"
ZBJ,24.04.2026,"4,553,247",19617,"36022160055,70"
ZBN,24.04.2026,"23,838,662",185,"127455502,88"
ZBO,24.04.2026,"2,942,417",256,"414805261,41"
ZBZ,24.04.2026,"62,845,248",1,"329927180,67"
ZCA,24.04.2026,"759,266",1,"57215231,48"
ZCB,24.04.2026,"68,459",3,"73794420,88"
ZCC,24.04.2026,"74,363,374",2,"392926625,71"
ZCD,24.04.2026,"4,466,484",630,"1447991679,62"
ZCE,24.04.2026,"4,124,905",1,"11581634409,82"
ZCF,24.04.2026,"3,723,294",1,"1716432005,43"
ZCG,24.04.2026,"5,865,022",161,"554974652,16"
ZCH,24.04.2026,"2,404,471",1,"4948387761,15"
ZCK,24.04.2026,"1,617,047",1969,"379732923,41"
ZCN,24.04.2026,"3,878,786",7799,"646130948,99"
ZDD,24.04.2026,"6,860,518",1462,"482241493,43"
ZDK,24.04.2026,"15,085,372",1,"3160958,58"
ZDZ,24.04.2026,"12,333,176",9435,"1057434906,19"
ZFB,24.04.2026,"6,521,407",16160,"811969021,77"
ZFZ,24.04.2026,"64,544,348",3,"20746303042,89"
ZHH,24.04.2026,"1,410,823",1150,"108440465,87"
ZJB,24.04.2026,"11,636,254",2250,"11149853113,96"
ZJH,24.04.2026,"57,349,943",1,"194186849,29"
ZJI,24.04.2026,"12,159,221",2281,"8758240936,92"
ZJL,24.04.2026,"13,960,186",2951,"408195851,81"
ZJR,24.04.2026,"6,681,358",1,"1297399069,33"
ZJT,24.04.2026,"63,321,159",1,"1259549157,53"
ZJV,24.04.2026,"10,446,357",1469,"585756463,55"
ZK1,24.04.2026,"46,977,397",121,"2130739319,43"
ZK2,24.04.2026,"54,960,626",74,"1898604151,89"
ZKK,24.04.2026,"23,681,752",1,"2218107528,79"
ZLB,24.04.2026,"47,165,559",62,"596103331,66"
ZLG,24.04.2026,"60,089,756",1,"1011479560,01"
ZLH,24.04.2026,"1,131,899",3717,"456436008,14"
ZMT,24.04.2026,"58,984,404",301,"1366553446,76"
ZMU,24.04.2026,"192,071",13,"20273853,43"
ZMY,24.04.2026,"6,125,128",2895,"182496974,40"
ZNF,24.04.2026,"51,825,813",1,"1899682055,58"
ZOS,24.04.2026,"1,717,858",11,"526560410,72"
ZP1,24.04.2026,"5,894,467",2,"59766241,20"
ZP2,24.04.2026,"5,083,187",1,"544126641,97"
ZP3,24.04.2026,"4,126,467",1,"60193436,82"
ZP6,24.04.2026,"54,340,477",1623,"7085322246,62"
ZP7,24.04.2026,"63,805,408",1,"1595135197,60"
ZP8,24.04.2026,"3,593,001",5014,"55198570228,98"
ZP9,24.04.2026,"57,266,788",840,"1754262049,03"
ZPA,24.04.2026,"62,170,823",882,"3976596237,65"
ZPC,24.04.2026,"18,650,845",2991,"3118988905,79"
ZPE,24.04.2026,"32,791,211",6760,"1211363583,60"
ZPF,24.04.2026,"21,491,233",3394,"795238831,99"
ZPG,24.04.2026,"9,512,328",5712,"1319456327,54"
ZPH,24.04.2026,"1,333,801",62,"99005926,83"
ZPJ,24.04.2026,"11,201,115",407,"142703574,11"
ZPK,24.04.2026,"7,460,135",27356,"16480752998,57"
ZPN,24.04.2026,"67,112,974",1,"1902370614,03"
ZPR,24.04.2026,"1,356,142",920,"25384692457,80"
ZR2,24.04.2026,"1,268,786",1,"2543657172,92"
ZR3,24.04.2026,"692,418",180,"220119438,88"
ZSB,24.04.2026,"967,053",18,"2672191589,68"
ZSF,24.04.2026,"51,140,054",1756,"42682818,54"
ZSG,24.04.2026,"4,115,755",1013,"50225794,57"
ZSK,24.04.2026,"54,690,245",1,"576939313,02"
ZSN,24.04.2026,"52,222,623",2,"2847997689,62"
ZTF,24.04.2026,"6,683,232",1,"1836967285,94"
ZTG,24.04.2026,"1,184,145",838,"32348151,90"
ZUD,24.04.2026,"3,897,782",1,"2812819821,09"
ZUE,24.04.2026,"4,603,419",1,"5803146751,27"
ZUS,24.04.2026,"46,932,764",3370,"68826660460,52"
ZVB,24.04.2026,"84,445,187",11,"225545325,84"
ZVO,24.04.2026,"3,640,782",405,"872575948,71"
ZYC,24.04.2026,"4,330,091",1,"7940462260,69"
ZYD,24.04.2026,"4,331,706",1,"7988479238,46"
ZZL,24.04.2026,"76,694,168",15,"39061796,99"
AAK,22.04.2026,"35,415,218",771,"33971906,60"
AAL,22.04.2026,"3,157,261",4842,"3020782933,53"
AAS,22.04.2026,"11,304,889",158,"23861907,14"
AAV,22.04.2026,"62,961,472",2315,"303531655,35"
ABG,22.04.2026,"61,021,646",159,"7534065051,26"
ABJ,22.04.2026,"889,455",3,"1189505046,43"
ABU,22.04.2026,"9,347",37,"54222984,95"
AC1,22.04.2026,"2,844,473",161,"268393430,32"
AC2,22.04.2026,"3,616,196",48,"8963531601,07"
AC3,22.04.2026,"66,614,481",14,"139261702,88"
AC4,22.04.2026,"349,119",3591,"1578262995,09"
AC5,22.04.2026,"3,401,941",186,"52354286,89"
AC6,22.04.2026,"55,850,243",108,"76208718,00"
AC7,22.04.2026,"10,848,966",45,"5862618084,62"
AC8,22.04.2026,"192,811,431",97,"2379178725,42"
ACC,22.04.2026,"45,036,402",1455,"192663927,72"
ACD,22.04.2026,"5,587,519",1570,"323689690,39"
ACN,22.04.2026,"11,723,994",16,"632950637,06"
ACU,22.04.2026,"52,530,076",165,"1342800593,30"
ADE,22.04.2026,"869,756",27145,"1055147774,45"
ADP,22.04.2026,"1,386,422",22590,"4334005053,58"
AED,22.04.2026,"109,288,248",816,"42694689,02"
AES,22.04.2026,"158,322",36635,"1725197377,96"
AEV,22.04.2026,"1,926,803",398,"10985646,16"
AFA,22.04.2026,"1,087,865",46018,"5336379663,19"
AFO,22.04.2026,"1,367,769",87713,"23480606506,73"
AFS,22.04.2026,"303,202",26984,"773330945,48"
AFT,22.04.2026,"905,215",143815,"25326993827,57"
AFV,22.04.2026,"542,148",15735,"1199892495,68"
AGC,22.04.2026,"8,633,534",2491,"99129142,73"
AHH,22.04.2026,"952,663",15,"203589899,02"
AHI,22.04.2026,"38,105,947",2670,"147849056,21"
AHN,22.04.2026,"663,441",99,"28588004,39"
AHU,22.04.2026,"10,098,731",606,"212965541,60"
AHV,22.04.2026,"19,671,632",154,"116710102,64"
AHZ,22.04.2026,"26,882,015",12,"630030553,36"
AI1,22.04.2026,"1,103,295",19,"65004072,42"
AIH,22.04.2026,"18,240,468",4,"175906582,96"
AII,22.04.2026,"89,372,881",3,"365624456,42"
AIM,22.04.2026,"24,697,464",1,"53403004,36"
